no,id,text,token_1,token_2,polarity
0,31884961-a19d-4065-9838-bd02edc7c0d1,"Sebaiknya jangan hanya fitur masuk menggunakan nomor SIM saja tetapi melalui akun juga, untuk pemulihan akun yang sudah terkait nomor lama atau nomor hilang sangatlah susah, memang aplikasi bagus tapi ada beberapa kekurangan terutama di pemulihan akun agak susah, padahal aplikasinya cukup membantu untuk pesan berbagai jenis kebutuhan, di next update tolong tambahin fitur masuk Aplikasi GO-JEK menggunakan akun dan tolong cara pemulihan akunnya dipermudah. Terimakasih...","['fitur', 'masuk', 'nomor', 'sim', 'akun', 'pemulihan', 'akun', 'terkait', 'nomor', 'nomor', 'hilang', 'susah', 'aplikasi', 'bagus', 'kekurangan', 'pemulihan', 'akun', 'susah', 'aplikasinya', 'membantu', 'pesan', 'jenis', 'kebutuhan', 'next', 'update', 'tolong', 'tambahin', 'fitur', 'masuk', 'aplikasi', 'go', 'jek', 'akun', 'tolong', 'pemulihan', 'akunnya', 'dipermudah', 'terimakasih']","[('fitur', 'masuk'), ('masuk', 'nomor'), ('nomor', 'sim'), ('sim', 'akun'), ('akun', 'pemulihan'), ('pemulihan', 'akun'), ('akun', 'terkait'), ('terkait', 'nomor'), ('nomor', 'nomor'), ('nomor', 'hilang'), ('hilang', 'susah'), ('susah', 'aplikasi'), ('aplikasi', 'bagus'), ('bagus', 'kekurangan'), ('kekurangan', 'pemulihan'), ('pemulihan', 'akun'), ('akun', 'susah'), ('susah', 'aplikasinya'), ('aplikasinya', 'membantu'), ('membantu', 'pesan'), ('pesan', 'jenis'), ('jenis', 'kebutuhan'), ('kebutuhan', 'next'), ('next', 'update'), ('update', 'tolong'), ('tolong', 'tambahin'), ('tambahin', 'fitur'), ('fitur', 'masuk'), ('masuk', 'aplikasi'), ('aplikasi', 'go'), ('go', 'jek'), ('jek', 'akun'), ('akun', 'tolong'), ('tolong', 'pemulihan'), ('pemulihan', 'akunnya'), ('akunnya', 'dipermudah'), ('dipermudah', 'terimakasih')]",-1
1,ceaa7289-ffe0-4626-bc27-cdc3d915e4ae,"saya tau gojek berusaha memberikan pengalaman perjalanan yang nyaman,tapi tolong masih banyak rute yg lebih dekat dan lebih mudah dijangkau.. jangan sistem mengambil rute yang lebih jauh,otomatis harga lebih mahal dari rute biasanya.. contoh ada jalan yang macet,tentu masih ada jalan lain yg jaraknya sama jadi harganya tidak menguras dompet. atau tolong tambahkan fitur untuk pengguna memilih jalur,jangan otomatis sistem yang memilih jalur,berikan juga kepada pelanggan opsi. terimakasih.","['tau', 'gojek', 'berusaha', 'pengalaman', 'perjalanan', 'nyaman', 'tolong', 'rute', 'yg', 'mudah', 'dijangkau', 'sistem', 'mengambil', 'rute', 'otomatis', 'harga', 'mahal', 'rute', 'contoh', 'jalan', 'macet', 'jalan', 'yg', 'jaraknya', 'harganya', 'menguras', 'dompet', 'tolong', 'tambahkan', 'fitur', 'pengguna', 'memilih', 'jalur', 'otomatis', 'sistem', 'memilih', 'jalur', 'pelanggan', 'opsi', 'terimakasih']","[('tau', 'gojek'), ('gojek', 'berusaha'), ('berusaha', 'pengalaman'), ('pengalaman', 'perjalanan'), ('perjalanan', 'nyaman'), ('nyaman', 'tolong'), ('tolong', 'rute'), ('rute', 'yg'), ('yg', 'mudah'), ('mudah', 'dijangkau'), ('dijangkau', 'sistem'), ('sistem', 'mengambil'), ('mengambil', 'rute'), ('rute', 'otomatis'), ('otomatis', 'harga'), ('harga', 'mahal'), ('mahal', 'rute'), ('rute', 'contoh'), ('contoh', 'jalan'), ('jalan', 'macet'), ('macet', 'jalan'), ('jalan', 'yg'), ('yg', 'jaraknya'), ('jaraknya', 'harganya'), ('harganya', 'menguras'), ('menguras', 'dompet'), ('dompet', 'tolong'), ('tolong', 'tambahkan'), ('tambahkan', 'fitur'), ('fitur', 'pengguna'), ('pengguna', 'memilih'), ('memilih', 'jalur'), ('jalur', 'otomatis'), ('otomatis', 'sistem'), ('sistem', 'memilih'), ('memilih', 'jalur'), ('jalur', 'pelanggan'), ('pelanggan', 'opsi'), ('opsi', 'terimakasih')]",-1
2,feac97da-c121-41c9-baa8-c0729f8d12d7,"Aplikasi kurang memuaskan, tiba-tiba melog-outkan saya dari aplikasi tanpa alasan yg jelas padahal ada uang di aplikasi tsb. Saat saya loginkan kembali tidak bisa karena nomornya sudah mati tetapi ada gmail yg tertaut, malah dari aplikasinya menganggap gmailnya tidak tertaut. Aneh, padahal di gmail saya ada bukti-bukti kalau tertaut dengan gojek. Mengecewakan.","['aplikasi', 'memuaskan', 'melog', 'outkan', 'aplikasi', 'alasan', 'yg', 'uang', 'aplikasi', 'tsb', 'loginkan', 'nomornya', 'mati', 'gmail', 'yg', 'tertaut', 'aplikasinya', 'menganggap', 'gmailnya', 'tertaut', 'aneh', 'gmail', 'bukti', 'bukti', 'tertaut', 'gojek', 'mengecewakan']","[('aplikasi', 'memuaskan'), ('memuaskan', 'melog'), ('melog', 'outkan'), ('outkan', 'aplikasi'), ('aplikasi', 'alasan'), ('alasan', 'yg'), ('yg', 'uang'), ('uang', 'aplikasi'), ('aplikasi', 'tsb'), ('tsb', 'loginkan'), ('loginkan', 'nomornya'), ('nomornya', 'mati'), ('mati', 'gmail'), ('gmail', 'yg'), ('yg', 'tertaut'), ('tertaut', 'aplikasinya'), ('aplikasinya', 'menganggap'), ('menganggap', 'gmailnya'), ('gmailnya', 'tertaut'), ('tertaut', 'aneh'), ('aneh', 'gmail'), ('gmail', 'bukti'), ('bukti', 'bukti'), ('bukti', 'tertaut'), ('tertaut', 'gojek'), ('gojek', 'mengecewakan')]",-1
3,7e76d3fd-7e71-4fbe-8d79-ebe05f9f416c,"Pesan go food, tertera dilayar server sedang sibuk, terus saldo kartu kredit saya malah berkurang.. padahal terbatalkan otomatis oleh aplikasi. Langsung terukurang 2kali loh, gimana ini.. kok ada masalah terus dalam aplikasinya. sudah menahan lapar, pesanan batal. eh uangnya ilang juga.. tolong di perbaiki lagi aplikasi sistem ini.","['pesan', 'go', 'food', 'tertera', 'dilayar', 'server', 'sibuk', 'saldo', 'kartu', 'kredit', 'berkurang', 'terbatalkan', 'otomatis', 'aplikasi', 'langsung', 'terukurang', 'kali', 'loh', 'gimana', 'aplikasinya', 'menahan', 'lapar', 'pesanan', 'batal', 'eh', 'uangnya', 'ilang', 'tolong', 'perbaiki', 'aplikasi', 'sistem']","[('pesan', 'go'), ('go', 'food'), ('food', 'tertera'), ('tertera', 'dilayar'), ('dilayar', 'server'), ('server', 'sibuk'), ('sibuk', 'saldo'), ('saldo', 'kartu'), ('kartu', 'kredit'), ('kredit', 'berkurang'), ('berkurang', 'terbatalkan'), ('terbatalkan', 'otomatis'), ('otomatis', 'aplikasi'), ('aplikasi', 'langsung'), ('langsung', 'terukurang'), ('terukurang', 'kali'), ('kali', 'loh'), ('loh', 'gimana'), ('gimana', 'aplikasinya'), ('aplikasinya', 'menahan'), ('menahan', 'lapar'), ('lapar', 'pesanan'), ('pesanan', 'batal'), ('batal', 'eh'), ('eh', 'uangnya'), ('uangnya', 'ilang'), ('ilang', 'tolong'), ('tolong', 'perbaiki'), ('perbaiki', 'aplikasi'), ('aplikasi', 'sistem')]",-1
4,94067ac0-04a7-4da5-bbf3-fd0b7b542c23,"Untuk perubahan gopay later nya pakai privy, jadi semakin rumit dan lambat sekali, transaksi otp sudah terima saat sudah dimasukkan keterangannya salah. Padahal otp sesuai. Jadi ribet gopaylaternya ga bisa dipake. Payah","['perubahan', 'gopay', 'later', 'nya', 'pakai', 'privy', 'rumit', 'lambat', 'transaksi', 'otp', 'terima', 'dimasukkan', 'keterangannya', 'salah', 'otp', 'sesuai', 'ribet', 'gopaylaternya', 'ga', 'dipake', 'payah']","[('perubahan', 'gopay'), ('gopay', 'later'), ('later', 'nya'), ('nya', 'pakai'), ('pakai', 'privy'), ('privy', 'rumit'), ('rumit', 'lambat'), ('lambat', 'transaksi'), ('transaksi', 'otp'), ('otp', 'terima'), ('terima', 'dimasukkan'), ('dimasukkan', 'keterangannya'), ('keterangannya', 'salah'), ('salah', 'otp'), ('otp', 'sesuai'), ('sesuai', 'ribet'), ('ribet', 'gopaylaternya'), ('gopaylaternya', 'ga'), ('ga', 'dipake'), ('dipake', 'payah')]",-1
5,d32d405c-d4b6-4c15-955e-0198f0e27cc1,"Sering dapet driver yang udah hampir nyampe ke restonya.. tiba2 ganti driver yg makin jauh.. ini aplikasinya knpaa?? Tolong diperbaiki lagi.. sistemnya emng udh bagus di bagian driver yg ga gerak di maps,, langsung diganti.. tapi kalo driver nya udh gerak dan mau nyampe resto, trs diganti sih mksdnya apaa??.. makan waktu pas jam istirahat kerja saya.","['dapet', 'driver', 'udah', 'nyampe', 'restonya', 'ganti', 'driver', 'yg', 'aplikasinya', 'knpaa', 'tolong', 'diperbaiki', 'sistemnya', 'emng', 'udh', 'bagus', 'driver', 'yg', 'ga', 'gerak', 'maps', 'langsung', 'diganti', 'kalo', 'driver', 'nya', 'udh', 'gerak', 'nyampe', 'resto', 'trs', 'diganti', 'sih', 'mksdnya', 'apaa', 'makan', 'pas', 'jam', 'istirahat', 'kerja']","[('dapet', 'driver'), ('driver', 'udah'), ('udah', 'nyampe'), ('nyampe', 'restonya'), ('restonya', 'ganti'), ('ganti', 'driver'), ('driver', 'yg'), ('yg', 'aplikasinya'), ('aplikasinya', 'knpaa'), ('knpaa', 'tolong'), ('tolong', 'diperbaiki'), ('diperbaiki', 'sistemnya'), ('sistemnya', 'emng'), ('emng', 'udh'), ('udh', 'bagus'), ('bagus', 'driver'), ('driver', 'yg'), ('yg', 'ga'), ('ga', 'gerak'), ('gerak', 'maps'), ('maps', 'langsung'), ('langsung', 'diganti'), ('diganti', 'kalo'), ('kalo', 'driver'), ('driver', 'nya'), ('nya', 'udh'), ('udh', 'gerak'), ('gerak', 'nyampe'), ('nyampe', 'resto'), ('resto', 'trs'), ('trs', 'diganti'), ('diganti', 'sih'), ('sih', 'mksdnya'), ('mksdnya', 'apaa'), ('apaa', 'makan'), ('makan', 'pas'), ('pas', 'jam'), ('jam', 'istirahat'), ('istirahat', 'kerja')]",-1
6,1511ee12-f3f7-4cfa-8cc8-7949e21562a7,"Layanan gojek sekarang mengecewakan. Lebih baik versi sebelumnya. Versi terbaru tidak konmpatibel dengan perangkat saya jadi sering gelag. Sering kali kalau mau pesan go ride nggak bisa pin point, gofood juga sekarang cuma bisa pakai satu promo. Mau downgrate nggak bisa. Hubungi customer servis sama sekali tidak membantu.","['layanan', 'gojek', 'mengecewakan', 'versi', 'versi', 'terbaru', 'konmpatibel', 'perangkat', 'gelag', 'kali', 'pesan', 'go', 'ride', 'nggak', 'pin', 'point', 'gofood', 'pakai', 'promo', 'downgrate', 'nggak', 'hubungi', 'customer', 'servis', 'membantu']","[('layanan', 'gojek'), ('gojek', 'mengecewakan'), ('mengecewakan', 'versi'), ('versi', 'versi'), ('versi', 'terbaru'), ('terbaru', 'konmpatibel'), ('konmpatibel', 'perangkat'), ('perangkat', 'gelag'), ('gelag', 'kali'), ('kali', 'pesan'), ('pesan', 'go'), ('go', 'ride'), ('ride', 'nggak'), ('nggak', 'pin'), ('pin', 'point'), ('point', 'gofood'), ('gofood', 'pakai'), ('pakai', 'promo'), ('promo', 'downgrate'), ('downgrate', 'nggak'), ('nggak', 'hubungi'), ('hubungi', 'customer'), ('customer', 'servis'), ('servis', 'membantu')]",-1
7,a65ceddc-6f4a-46ab-8e96-2bd2ddce735a,"Jujur tampilan aplikasi penumpang sangat jelek. kenapa? Karena sulit (tidak mudah) mengisi lokasi penjemputan dan tujuan. Langkah-langkah memesan tidak sebaik awal, system aplikasi gojek sekarang sangat menjengkelkan. Penumpang di minta terus beradaptasi dengan pembaharuan padahal cara pemesanan lebih mudah seperti dulu. Saya berulangkali harus menentukan titik lokasi penjemputan secara manual maupun auto, map tidak bisa dipencet untuk di tentukan. Fitur alamat yang di save tidak jelas.","['jujur', 'tampilan', 'aplikasi', 'penumpang', 'jelek', 'sulit', 'mudah', 'mengisi', 'lokasi', 'penjemputan', 'tujuan', 'langkah', 'langkah', 'memesan', 'system', 'aplikasi', 'gojek', 'menjengkelkan', 'penumpang', 'beradaptasi', 'pembaharuan', 'pemesanan', 'mudah', 'berulangkali', 'menentukan', 'titik', 'lokasi', 'penjemputan', 'manual', 'auto', 'map', 'dipencet', 'tentukan', 'fitur', 'alamat', 'save']","[('jujur', 'tampilan'), ('tampilan', 'aplikasi'), ('aplikasi', 'penumpang'), ('penumpang', 'jelek'), ('jelek', 'sulit'), ('sulit', 'mudah'), ('mudah', 'mengisi'), ('mengisi', 'lokasi'), ('lokasi', 'penjemputan'), ('penjemputan', 'tujuan'), ('tujuan', 'langkah'), ('langkah', 'langkah'), ('langkah', 'memesan'), ('memesan', 'system'), ('system', 'aplikasi'), ('aplikasi', 'gojek'), ('gojek', 'menjengkelkan'), ('menjengkelkan', 'penumpang'), ('penumpang', 'beradaptasi'), ('beradaptasi', 'pembaharuan'), ('pembaharuan', 'pemesanan'), ('pemesanan', 'mudah'), ('mudah', 'berulangkali'), ('berulangkali', 'menentukan'), ('menentukan', 'titik'), ('titik', 'lokasi'), ('lokasi', 'penjemputan'), ('penjemputan', 'manual'), ('manual', 'auto'), ('auto', 'map'), ('map', 'dipencet'), ('dipencet', 'tentukan'), ('tentukan', 'fitur'), ('fitur', 'alamat'), ('alamat', 'save')]",-1
8,171dcabb-9088-4936-888c-1e6ab6cd60c0,"Jalur yg di pilih ke tmpat tujuan selalu jalanan yang buruk oleh server, padahal ada jalur yg lbh baik dan tdk sejauh itu... Satu lagi di andro tidak bs lihat detail driver nya sdh brpa lama bekerja. Belum lagi sekarang banyak driver yang menolak mengantarkan dan server bisa menaikan tarif berkali lipat dengan alasan sibuk padahal cuma selang beberapa detik. Sangat memaklumi kok kan aplikasi dalam negeri ya kan ya.","['jalur', 'yg', 'pilih', 'tmpat', 'tujuan', 'jalanan', 'buruk', 'server', 'jalur', 'yg', 'lbh', 'tdk', 'andro', 'bs', 'lihat', 'detail', 'driver', 'nya', 'sdh', 'brpa', 'driver', 'menolak', 'mengantarkan', 'server', 'menaikan', 'tarif', 'berkali', 'lipat', 'alasan', 'sibuk', 'selang', 'detik', 'memaklumi', 'aplikasi', 'negeri', 'ya', 'ya']","[('jalur', 'yg'), ('yg', 'pilih'), ('pilih', 'tmpat'), ('tmpat', 'tujuan'), ('tujuan', 'jalanan'), ('jalanan', 'buruk'), ('buruk', 'server'), ('server', 'jalur'), ('jalur', 'yg'), ('yg', 'lbh'), ('lbh', 'tdk'), ('tdk', 'andro'), ('andro', 'bs'), ('bs', 'lihat'), ('lihat', 'detail'), ('detail', 'driver'), ('driver', 'nya'), ('nya', 'sdh'), ('sdh', 'brpa'), ('brpa', 'driver'), ('driver', 'menolak'), ('menolak', 'mengantarkan'), ('mengantarkan', 'server'), ('server', 'menaikan'), ('menaikan', 'tarif'), ('tarif', 'berkali'), ('berkali', 'lipat'), ('lipat', 'alasan'), ('alasan', 'sibuk'), ('sibuk', 'selang'), ('selang', 'detik'), ('detik', 'memaklumi'), ('memaklumi', 'aplikasi'), ('aplikasi', 'negeri'), ('negeri', 'ya'), ('ya', 'ya')]",-1
9,35db07e3-5b74-4157-a33d-3837a7a04255,"Ini aplikasi kalau pesenin gojek di pulau atau provinsi lain kok susah sekali input alamatnya. Selalu tidak terdeteksi, jadi harus cari titik lewat maps terus. Kan rempong dan jadinya bisa saja salah titik.","['aplikasi', 'pesenin', 'gojek', 'pulau', 'provinsi', 'susah', 'input', 'alamatnya', 'terdeteksi', 'cari', 'titik', 'maps', 'rempong', 'salah', 'titik']","[('aplikasi', 'pesenin'), ('pesenin', 'gojek'), ('gojek', 'pulau'), ('pulau', 'provinsi'), ('provinsi', 'susah'), ('susah', 'input'), ('input', 'alamatnya'), ('alamatnya', 'terdeteksi'), ('terdeteksi', 'cari'), ('cari', 'titik'), ('titik', 'maps'), ('maps', 'rempong'), ('rempong', 'salah'), ('salah', 'titik')]",-1
